,cell_id,Cell_Depth,Cell_Layer,Cell_TargetedBrainArea,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high,wp_amplitude_pre_FW,wp_amplitude_post_FW,vm_amplitude_pre_FW,vm_amplitude_post_FW,ap_fr_pre_FW,ap_fr_post_FW,wp_amplitude_pre_AT,wp_amplitude_post_AT,vm_amplitude_pre_AT,vm_amplitude_post_AT,ap_fr_pre_AT,ap_fr_post_AT
60,TK112_2,340.0,L2/3,C2,PV,3.4166666666666665,-0.039106793673896856,0.5219512195121951,-0.04896224178727741,0.0033804448124181504,0.00038612708395386344,6.929210153283073e-05,202.85224875346262,212.33543240997227,-55.9942998819735,-56.38169177727192,13.161185033100383,10.792171727142312,193.53764031172645,199.9187173605815,-50.44326299326649,-47.847680455140726,34.45793694240046,78.61112095543491
61,TK140_1,560.0,L5,C2,EXC,16.486486486486488,-0.04095919440695753,0.3110655737704918,-0.05709954928752552,0.00850303510379736,0.001172511501518069,9.554520332967328e-05,104.91670280701756,109.6234407017544,-54.82067287298446,-54.46256816264243,1.000250062515629,2.000500125031258,118.54199028718637,124.31870464001408,-58.4777144070452,-55.73732006990284,1.1531754519362096,3.0919623747213105
62,TK140_2,665.0,L5,C2,EXC,0.26666666666666666,-0.040715854702491776,0.59375,-0.06491651751408513,0.005432571103387226,0.0006269795307475308,9.525088262168861e-05,-107.77233759398494,-104.36628120300752,-57.165883353802,-53.725793869525674,3.572321651841531,0.7144643303683063,118.54199028718638,124.31870464001409,-58.47771440704521,-55.737320069902836,1.1531754519362098,3.091962374721311
63,TK146_1,650.0,L5,C2,EXC,1.1515151515151516,-0.03974315726004981,0.5960526315789473,-0.06287801387784858,0.00584064045576893,0.0007782990174956584,7.084694426248524e-05,-159.83100175438594,-148.2419543859649,-55.7694365853351,-54.24803597219111,0.0,5.001250312578145,118.54199028718637,124.31870464001409,-58.477714407045205,-55.73732006990284,1.1531754519362098,3.091962374721311
64,TK150_1,551.0,L5,C2,VIP,47.93333333333333,-0.03786374030928596,0.3629694019471488,-0.051129626806381376,0.007933245847151098,0.0010527981477198827,8.490126444233938e-05,-158.4861236842105,-154.08332894736841,-53.063801162330726,-53.27489143078179,31.257814453613406,21.255313828457112,198.31097395670795,201.81077480031124,-45.56062888633394,-44.43994667473334,30.510010902167767,43.99788501271291
65,TK150_2,571.0,L5,C2,VIP,35.13333333333333,-0.040879454995981265,0.3175521821631878,-0.0527119731222385,0.008342652002865334,0.0011437647744896035,8.868298616576572e-05,203.3063947368421,210.11178105263158,-51.306777044378826,-47.68984138300934,9.002250562640661,18.004501125281323,198.31097395670795,201.81077480031124,-45.56062888633393,-44.43994667473335,30.510010902167767,43.99788501271291
66,TK151_1,550.0,L5,C2,VIP,27.152173913043477,-0.0418812510102082,0.29643714971977575,-0.056117859777080295,0.008423947377069783,0.001212171938832954,0.00010524353543488528,206.98959894736845,212.92596526315788,-46.1643575316735,-44.440638990840164,34.008502125531386,47.511877969492375,198.3109739567079,201.81077480031126,-45.56062888633393,-44.43994667473335,30.510010902167767,43.99788501271291
67,TK177_1,550.0,L5,C2,SST,31.133333333333333,-0.04244514634191047,0.3375267665952891,-0.055894268414000886,0.008948975825341833,0.0012386959203409156,8.999902341963699e-05,202.35505894736843,213.53221,-47.33115734341245,-46.953635325164655,7.751937984496124,10.502625656414104,205.59161923076923,208.03351196581195,-48.403432515023724,-51.46593734908533,6.160006160006161,3.8480778850963944
68,TK181_1,586.0,L5,C2,EXC,36.04545454545455,-0.04154782196083467,0.31947036569987386,-0.054705002888786235,0.009963765155768578,0.001389227862488936,9.625096149502702e-05,-149.93807236842105,-142.55068223684208,-45.2423583272196,-41.79027204751138,5.626406601650412,13.12828207051763,118.54199028718638,124.31870464001408,-58.477714407045205,-55.737320069902836,1.1531754519362098,3.0919623747213105
69,TK184_1,601.0,L5,C2,EXC,32.06666666666667,-0.03883668012525028,0.3491943866943866,-0.04891852686055873,0.0071521648621807425,0.0008327817452390417,0.00010266233333106445,-158.6721267206478,-148.6120048582996,-50.03067965534595,-50.76386096121935,5.578317656337161,2.8853367187950836,118.54199028718638,124.31870464001408,-58.47771440704519,-55.737320069902836,1.1531754519362098,3.0919623747213105
70,TK193_1,500.0,L5,C2,PV,18.483333333333334,-0.0395235539460406,0.46686203787195674,-0.05466928897768969,0.00976715450084831,0.0013420832615257483,9.566661603336257e-05,194.38464912280702,208.29191111111115,-40.70275143670723,-39.39095247536167,30.563196354644216,70.57319885526937,193.53764031172645,199.9187173605815,-50.44326299326649,-47.84768045514072,34.45793694240046,78.61112095543491
71,TK196_1,496.0,L4,C2,SST,45.61666666666667,-0.041115759303020326,0.3320789185239313,-0.05208668313852995,0.007396784665849653,0.0010893736739220916,6.867213133926239e-05,195.77232192982459,213.8118552631579,-50.184827579627964,-53.40494952479224,12.50312578144536,0.8335417187630241,191.99794880768283,199.75639960034857,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608483
72,TK205_1,523.0,L4,C2,PV,0.06666666666666667,-0.04353684712601149,1.0499999999999998,-0.06716032902956248,0.006500697484155811,0.0008085575586070593,3.710447169195356e-05,192.23429649122806,202.84729333333334,-49.28423911840039,-49.21169426092163,15.337167625239642,14.003500875218807,193.53764031172648,199.9187173605815,-50.443262993266494,-47.84768045514071,34.45793694240046,78.6111209554349
73,TK208_1,432.0,L4,C2,PV,14.956521739130435,-0.03462542859611811,0.7002906976744186,-0.04487623723322841,0.005585058538731644,0.0006416298791042907,4.27018847579405e-05,187.32041004784688,194.30654401913876,-54.18022833970051,-51.68967613149521,25.00625156289072,26.824888040191865,193.53764031172645,199.9187173605815,-50.44326299326649,-47.847680455140726,34.45793694240046,78.61112095543491
74,TK208_2,440.0,L4,C2,PV,13.54054054054054,-0.03810528138566927,0.5711576846307385,-0.04991866562296961,0.005781556546467231,0.000799025758749299,4.9371126361925974e-05,194.32998516746412,205.881333492823,-48.090110745158285,-46.409995490436195,59.560344631612445,75.01875468867216,193.53764031172648,199.9187173605815,-50.44326299326649,-47.84768045514072,34.45793694240046,78.61112095543491
75,TK229_1,198.0,L2/3,C2,PV,6.866666666666666,-0.04070534111466155,0.4881067961165049,-0.05217868929018232,0.004876916503577916,0.0006460564635452948,4.753949720845349e-05,191.65543157894734,193.1794394736842,-52.80011206137451,-52.249152671920385,10.00250062515629,7.501875468867217,193.53764031172648,199.9187173605815,-50.44326299326648,-47.84768045514072,34.45793694240046,78.61112095543491
76,TK232_1,266.0,L2/3,C2,SST,13.383333333333333,-0.03650914096020277,0.7541095890410958,-0.04574866575355219,0.005483906567917688,0.0005525286906977413,7.139449653183126e-05,208.02621520467838,215.80689298245616,-50.68635226517216,-54.01931248635908,4.445555833402795,1.6670834375260482,191.99794880768286,199.7563996003486,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608483
77,TK232_2,381.0,L2/3,C2,SST,16.05,-0.03466298142652177,0.71926272066459,-0.04304396465998457,0.004805131578120148,0.0005849988622514134,4.2047613424987495e-05,211.8548165413534,219.34846917293234,-44.60545551628531,-45.578291440298834,25.720715893259026,12.145893616261207,191.99794880768286,199.7563996003486,-52.28549986160512,-51.649054837692134,8.013646023467118,18.354518047608483
78,TK234_1,156.0,L2/3,C2,SST,0.6333333333333333,-0.03956791021070427,1.325657894736842,-0.05862173073116448,0.005375227605212235,0.0007046998387186137,4.772990539315362e-05,193.2991009398496,198.31916466165413,-55.140980781269526,-55.850029162784,1.7861608259207655,1.0716964955524595,191.99794880768283,199.7563996003486,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608487
79,TK236_1,256.0,L2/3,C2,EXC,4.075,-0.037664994474637746,0.5790388548057259,-0.04844739599982727,0.0039814287917889,0.0004493607560105446,4.620518810643037e-05,190.67623383458647,204.18189736842103,-53.78330533395562,-51.22283097785288,0.7144643303683063,0.0,118.5419902871864,124.31870464001408,-58.4777144070452,-55.73732006990284,1.1531754519362096,3.0919623747213105
80,TK237_1,354.0,L2/3,C2,SST,7.483333333333333,-0.03634031754441591,1.3535634743875278,-0.04350786266074576,0.004340666625134365,0.0005404792242926565,4.823021650839611e-05,194.35568903508772,213.09880526315786,-50.31625337271302,-52.3912775096952,0.41677085938151204,1.6670834375260482,191.99794880768283,199.7563996003486,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608487
81,TK241_1,215.0,L2/3,C2,SST,6.942857142857143,-0.03991369212086652,0.7668724279835392,-0.05239230622435317,0.006003498541093875,0.0007240614510675578,6.0587704142090346e-05,209.77369707602338,215.20913684210527,-44.98336128333389,-51.875911660226286,22.78347364618932,6.1126392709288435,191.99794880768283,199.75639960034857,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608487
82,TK241_2,300.0,L2/3,C2,EXC,24.3,-0.034946523976345296,0.920130315500686,-0.0430462392879783,0.0059418373138886895,0.0006459370464243658,7.233989157980762e-05,205.05592894736847,214.87706616541354,-52.76609571402424,-56.05275175458729,9.28803629478798,2.5006251562890713,118.54199028718638,124.31870464001409,-58.47771440704521,-55.737320069902836,1.1531754519362098,3.091962374721311
83,TK247_1,213.0,L2/3,C2,PV,12.529411764705882,-0.03632116692059674,0.5265258215962442,-0.05197857275476173,0.006824316628186523,0.0008866011071859691,4.424262697031181e-05,196.93248903508774,208.9903688596491,-48.94771378287937,-46.22198703040483,26.25656414103526,28.75718929732433,193.53764031172648,199.9187173605815,-50.44326299326649,-47.84768045514072,34.45793694240046,78.61112095543491
85,TK248_2,357.0,L2/3,C2,PV,0.23333333333333334,-0.040230288788791334,0.8785714285714284,-0.06218036539357531,0.005814744647845618,0.0008296848344345059,3.707428675923759e-05,193.63308578947368,202.32141578947372,-53.48744095804856,-51.95895994791427,31.507876969242314,38.009502375593904,193.53764031172648,199.9187173605815,-50.443262993266494,-47.84768045514072,34.45793694240046,78.61112095543491
86,TK250_1,314.0,L2/3,C2,SST,28.40625,-0.03971199476184371,0.6087458745874587,-0.05066799485579723,0.007457867079415754,0.0010308553408868528,6.903199794203795e-05,203.79675939849622,208.04946015037595,-45.6278725233397,-48.50522122811498,5.001250312578144,5.001250312578144,191.99794880768286,199.7563996003486,-52.28549986160512,-51.649054837692134,8.013646023467118,18.354518047608483
87,TK250_2,219.0,L2/3,C2,EXC,0.43333333333333335,-0.04118797283681505,0.8115384615384618,-0.06635099681297872,0.008099135572831503,0.0010590575392785836,6.603704516612476e-05,196.472775,216.28820263157894,-55.6648477306853,-60.237461005230344,2.5006251562890727,2.5006251562890727,118.54199028718637,124.31870464001409,-58.477714407045205,-55.73732006990284,1.1531754519362098,3.091962374721311
88,TK251_1,288.0,L2/3,C2,SST,9.4,-0.037865770468628226,0.8177304964539007,-0.04716911635091369,0.005069842993504334,0.0005407186235017435,6.664001982545921e-05,200.71592315789474,210.51314894736845,-51.232456169809716,-52.536879467631856,4.001000250062516,1.5003750937734437,191.99794880768283,199.7563996003486,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608483
89,TK251_2,439.0,L2/3,C2,SST,0.55,-0.04138369324581151,0.7015151515151515,-0.06073892894982553,0.005283153618933185,0.0006908829957408084,6.218248028229615e-05,209.75261438596488,223.815249122807,-47.28571759585107,-49.419291136187184,4.001000250062516,2.667333500041677,191.99794880768283,199.7563996003486,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608487
90,TK252_1,410.0,L4,C2,SST,4.566666666666666,-0.0420756680370973,0.6172445255474452,-0.0559115999178435,0.004991756979702652,0.000561202591710788,3.914934571287829e-05,195.98543479532165,200.25232719298248,-46.450209582206,-47.95897212097875,8.89111166680559,6.946180989691867,191.99794880768286,199.7563996003486,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608487
91,TK253_1,470.0,L4,C2,SST,0.2027027027027027,-0.04380570769570504,1.0916666666666666,-0.0625538739701234,0.004169274873314459,0.0005560270181286381,4.097885878994351e-05,186.5494506578947,198.73170000000002,-51.28969332708396,-51.291676030142675,1.2503125781445363,5.001250312578145,191.99794880768286,199.75639960034857,-52.28549986160512,-51.649054837692134,8.013646023467118,18.354518047608483
92,TK254_1,403.0,L4,C2,SST,4.732142857142857,-0.04196394276662824,0.5888679245283017,-0.05204696654647842,0.0052140429115873485,0.0005447652508286489,5.218636033282658e-05,198.55077587719302,209.8957894736842,-53.38788599661053,-54.20900691285925,0.8335417187630241,0.0,191.99794880768283,199.75639960034857,-52.28549986160511,-51.64905483769213,8.013646023467118,18.354518047608483
93,TK254_2,341.0,L2/3,C2,EXC,11.694444444444445,-0.03802963705171601,0.30788598574821846,-0.053175273930732646,0.005965369591338931,0.0007503964692475451,9.683440028547984e-05,200.72227719298243,213.2793245614035,-68.6935982012416,-62.678883275258904,0.5556944791753493,1.6670834375260482,118.54199028718638,124.31870464001406,-58.47771440704521,-55.73732006990284,1.1531754519362096,3.091962374721311
94,TK266_1,582.0,L5,C2,EXC,13.366666666666667,-0.045797411454677826,0.38952618453865334,-0.05058915302621787,0.002297845733633887,0.0002853237096860114,4.418225340408804e-05,204.96386638023623,218.1966160042965,-55.62572483757627,-56.88335977809721,0.8165306632780645,0.0,118.54199028718637,124.31870464001409,-58.47771440704521,-55.737320069902836,1.1531754519362098,3.0919623747213105
95,TK270_1,531.0,L5,C2,SST,1.1666666666666667,-0.039101504502681766,0.7949999999999999,-0.05904993129783133,0.005180824059783144,0.0006567099408270926,9.555319914649216e-05,196.33499356725147,205.2047321637427,-56.96006695561023,-56.74606976960254,1.2966204514091486,3.148935381993646,191.99794880768283,199.75639960034857,-52.285499861605125,-51.64905483769213,8.013646023467118,18.354518047608483
96,TK272_1,557.0,L4,C2,EXC,1.45,-0.03908588458011048,0.7982758620689654,-0.059634366573488126,0.007043195754542578,0.0010057777077059097,6.934501693572799e-05,189.33771842105264,197.3770451754386,-48.17710270172594,-46.8328472902592,10.419271484537799,14.170209218971408,118.54199028718635,124.31870464001408,-58.477714407045205,-55.737320069902836,1.1531754519362098,3.0919623747213105
97,TK276_1,533.0,L5,C2,EXC,2.0166666666666666,-0.03448860653619392,1.0140495867768593,-0.04946501741984057,0.004742103607147732,0.0006559970227862351,5.8756598834988674e-05,206.2397795321637,217.29439415204678,-49.341969374920886,-49.494923518745026,8.335417187630242,10.00250062515629,118.54199028718637,124.31870464001408,-58.47771440704521,-55.73732006990285,1.1531754519362098,3.091962374721311
98,TK277_1,607.0,L5,C2,EXC,5.9714285714285715,-0.040416544289067914,0.8770334928229665,-0.057779675490408036,0.0064206540956544276,0.0008962975726332156,7.964798884326396e-05,206.82879309210523,215.49408470394738,-52.84724853972968,-52.41784703477685,3.4383595898974746,3.2820705176294074,118.54199028718638,124.31870464001409,-58.47771440704522,-55.73732006990284,1.1531754519362098,3.0919623747213105
99,TK278_1,630.0,L5,C2,EXC,16.383333333333333,-0.04833407240077717,0.37090539165818914,-0.05800414850106201,0.0045987590400562925,0.0005583064081656499,7.660841648538037e-05,200.04485872576177,207.81728614958448,-49.76389708615517,-46.82019833879706,9.212829523170265,16.583093141706478,118.54199028718637,124.31870464001406,-58.47771440704522,-55.73732006990284,1.1531754519362096,3.0919623747213105
100,TK283_1,337.0,L2/3,C2,SST,3.566666666666667,-0.04216365363137645,0.5495327102803738,-0.0641351736668935,0.007390037714902533,0.0009080274865426662,8.816228668373041e-05,191.5803752631579,207.0275497368421,-56.051143032792915,-56.43550589974587,0.5001250312578145,0.0,191.99794880768283,199.7563996003486,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608483
101,TK283_2,327.0,L2/3,C2,EXC,0.75,-0.04096982920405383,0.8911111111111112,-0.0583707699408556,0.004984450075279156,0.000648735195449657,4.091377320970619e-05,189.91364184210528,201.09180999999998,-62.88253008243619,-60.71094541772995,0.5001250312578145,0.0,118.54199028718638,124.31870464001408,-58.47771440704521,-55.73732006990284,1.1531754519362096,3.0919623747213105
102,TK292_1,437.0,L4,C2,SST,45.13333333333333,-0.04091760516978739,0.3259047267355982,-0.049635465546069964,0.0051511579384310125,0.0005407837158216764,0.00011788284940390929,191.5157081339713,208.21701818181816,-45.76359888492288,-48.52187059586951,5.45590943190343,2.727954715951715,191.99794880768286,199.7563996003486,-52.28549986160512,-51.649054837692134,8.013646023467118,18.354518047608483
103,TK299_1,333.0,L2/3,C2,EXC,3.9166666666666665,-0.04003805814814134,1.1680851063829787,-0.05538954950473343,0.006582966823708557,0.0009130439805564569,5.369460995489052e-05,187.29403052631577,200.57651438596488,-64.11247878774843,-61.42820302661868,1.000250062515629,0.33341668750520964,118.54199028718637,124.31870464001408,-58.47771440704521,-55.737320069902836,1.1531754519362096,3.0919623747213105
104,TK304_1,220.0,L2/3,C2,EXC,5.4,-0.04130709257548223,0.48981481481481487,-0.0586907535869609,0.006782936310175129,0.0009485064549201402,8.099172273138644e-05,194.7503645614035,199.58339263157896,-52.8997838966574,-56.22729838088642,3.667583562557306,0.6668333750104193,118.54199028718638,124.31870464001406,-58.477714407045205,-55.73732006990284,1.1531754519362098,3.0919623747213105
105,TK309_1,220.0,L2/3,C2,SST,0.7333333333333333,-0.045479732066742946,0.4875,-0.057393552985996694,0.002790151296871644,0.00033143225584262236,3.514316200685537e-05,190.7422298245614,204.64489684210525,-54.47470120279015,-57.94749396224963,1.3336667500208386,1.000250062515629,191.99794880768283,199.75639960034857,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608483
106,TK316_1,616.0,L5,C2,EXC,7.333333333333333,-0.039592925449911706,0.3131818181818181,-0.05758931545855839,0.006738741831709033,0.0008215844866392973,9.944113974316632e-05,196.5853979757085,206.01467611336034,-55.26795213556558,-52.66630524860779,3.077692500048089,5.385961875084156,118.54199028718637,124.31870464001408,-58.477714407045205,-55.73732006990284,1.1531754519362096,3.091962374721311
107,TK318_1,568.0,L5,C2,EXC,6.233333333333333,-0.04171147344776009,0.3485294117647059,-0.050885988070459263,0.003351062145968924,0.0003833178618030595,6.9139963201036e-05,192.60515789473683,201.8851401913876,-56.721912796931484,-57.10098668443742,1.8186364773011436,0.9093182386505718,203.722728125,223.73424027777776,-51.95732875120501,-48.27732050950821,7.5075075075075075,23.761880940470235
108,TK320_1,451.0,L4,C2,SST,0.7166666666666667,-0.041168929346436414,0.9813953488372092,-0.06669607345946979,0.005867611705231981,0.0007666773206150109,5.347304955723039e-05,183.39126761133605,190.16370485829958,-46.365069870180896,-45.925072959308615,1.9235578125300559,6.155385000096178,198.2748278846154,209.37101923076924,-46.79831270177167,-47.07687822265752,8.470008470008471,13.853080386347022
109,TK320_2,450.0,L4,C2,SST,0.7666666666666667,-0.03831167800778505,1.1989130434782609,-0.0575080791306997,0.0054569715029153115,0.000641720272451526,9.277102128300834e-05,186.1795536842105,200.49514368421052,-49.057562347412535,-49.86939406543911,22.50562640660165,18.004501125281323,199.1167625,217.36873888888888,-46.73115004275404,-45.777423387027866,43.376710043376704,31.682507920626975
110,TK323_1,452.0,L4,C2,SST,0.25,-0.04222387772497847,1.0,-0.06228452844417084,0.005575709233302523,0.0007495362046138351,4.1793669152456865e-05,196.47476028708135,206.0402028708134,-52.69886295027431,-51.73252897053859,14.77642137807179,37.73670690399872,217.222134375,224.04235416666666,-51.20228976706931,-51.7822515712846,37.53753753753754,35.01750875437719
111,TK325_1,480.0,L4,C2,PV,0.125,-0.04520488688902994,1.6733333333333333,-0.06698328376198727,0.004505955387571163,0.0005499236826428197,5.0957486366541896e-05,195.88021203007517,204.01019699248118,-51.75447327765862,-49.74425878064443,20.719465580680883,46.44018147393991,193.53764031172648,199.9187173605815,-50.443262993266494,-47.84768045514072,34.45793694240046,78.6111209554349
112,TK326_1,445.0,L2/3,C2,PV,1.8166666666666667,-0.03907844901645367,0.794954128440367,-0.06006138642038128,0.005877128938047058,0.0007732315851360948,7.019405436759188e-05,186.5536736842105,191.14218345864663,-49.85836882463512,-49.167497332666265,22.148394241417492,39.29553817025685,193.53764031172648,199.9187173605815,-50.44326299326649,-47.84768045514072,34.45793694240046,78.61112095543491
113,TK326_2,490.0,L4,C2,PV,1.3,-0.04123877694065188,0.46089743589743587,-0.0525851388364514,0.003480667039331576,0.00032483845193842525,4.195905104355658e-05,193.84813900928793,201.7340269349845,-50.71792394107347,-50.10041295889949,32.94941382404424,42.65772325434298,207.91401111111114,223.42983703703703,-47.45296228434611,-46.45577886356277,66.7334000667334,131.17669946084152
114,TK333_1,410.0,L2/3,C2,SST,5.916666666666667,-0.04193199937273122,0.5540845070422534,-0.04861100741489559,0.0029988196503582315,0.0003195302905076529,4.945512257321783e-05,188.8995294736842,203.8139615789474,-49.85947320497044,-49.97956427288994,1.000250062515629,8.002000500125032,193.18888500000003,207.55333000000002,-52.92619773638677,-53.4498847562591,0.0,7.003501750875437
115,TK333_2,474.0,L4,C2,SST,0.6666666666666666,-0.037129116571986844,0.9512499999999999,-0.06079551916942161,0.005440939079091541,0.0006189778140188316,4.3249615518090265e-05,180.08979473684207,191.30741461988305,-54.12044758021066,-51.31499147247668,0.0,3.8898613542274454,191.99794880768283,199.75639960034857,-52.285499861605125,-51.64905483769213,8.013646023467118,18.354518047608483
116,TK334_1,399.0,L2/3,C2,SST,4.633333333333334,-0.03760733991313262,0.5816546762589928,-0.04470415964308909,0.0028266521003668687,0.000330311885912374,5.5575368135776524e-05,184.59592938596492,188.20638859649122,-55.38777848731611,-54.746528544509005,1.6670834375260482,2.08385429690756,193.5404673076923,202.5445598290598,-52.02438221419331,-51.53847328554528,1.5400015400015403,7.696155770192789
117,TK348_1,292.0,L2/3,C2,SST,8.316666666666666,-0.04148082818910441,0.4712424849699399,-0.05156399852024498,0.004325154444445119,0.0005054338391695561,8.658126152621228e-05,180.05281315789472,186.31071684210528,-48.86023139825152,-50.722678461521134,20.00500125031258,7.001750437609402,183.7726892857143,198.34253809523813,-52.081482116904965,-47.90552495065355,2.8600028600028597,27.15643536053741
118,TK353_1,263.0,L2/3,C2,SST,3.4166666666666665,-0.04242711287701443,0.6078048780487804,-0.0507487276573956,0.00322599112046362,0.00038148720625381455,6.149715209047342e-05,184.37102151029748,191.33624187643022,-50.016735604880644,-51.46012774117392,3.6965763179925415,2.391902323406939,184.70802456896553,187.19365670498084,-48.884753963682456,-50.48003078238549,3.796900348624486,4.830001207500302
